Student_ID,Interests,Strengths,Skills,Marks,Personality,Goals,Budget,Suggested_Career,Recommended_Course,Scholarship_Option
504,Science,Problem Solving,Physics,77,Extrovert,Get a good job,Medium,Teacher,Graphic Design,National Merit Scholarship
505,Sports,Logical Thinking,Drawing,72,Introvert,Start a business,Medium,Entrepreneur,Math Foundations,Need-based Aid
506,Technology,Logical Thinking,Public Speaking,94,Ambivert,Develop new skills,Medium,Software Engineer,Graphic Design,National Merit Scholarship
507,Medicine,Logical Thinking,Marketing,58,Extrovert,Get a good job,Medium,Entrepreneur,Math Foundations,STEM Scholarship
508,Science,Creativity,Statistics,51,Introvert,Higher studies,High,Designer,Graphic Design,STEM Scholarship
509,Arts,Logical Thinking,Python,66,Ambivert,Get a good job,Medium,Mechanical Engineer,Graphic Design,National Merit Scholarship
510,Design,Logical Thinking,Python,50,Extrovert,Higher studies,Low,Entrepreneur,Biology 101,STEM Scholarship
511,Maths,Problem Solving,Marketing,81,Ambivert,Higher studies,Low,Entrepreneur,Python Basics,National Merit Scholarship
512,Maths,Creativity,Physics,59,Introvert,Start a business,Low,Teacher,Python Basics,STEM Scholarship
513,Maths,Problem Solving,Statistics,100,Ambivert,Higher studies,Low,Entrepreneur,Graphic Design,Need-based Aid
514,Sports,Leadership,Java,74,Ambivert,Get a good job,High,Doctor,Data Science Intro,Need-based Aid
515,Arts,Leadership,Python,98,Extrovert,Develop new skills,Low,Data Analyst,Data Science Intro,Need-based Aid
516,Sports,Logical Thinking,Statistics,85,Extrovert,Higher studies,Medium,Teacher,Data Science Intro,STEM Scholarship
517,Technology,Communication,Java,77,Extrovert,Get a good job,Medium,Teacher,Math Foundations,STEM Scholarship
518,Science,Creativity,Biology,93,Ambivert,Higher studies,High,Doctor,Business Management,STEM Scholarship
519,Business,Analysis,Public Speaking,53,Introvert,Higher studies,Medium,Entrepreneur,Biology 101,Arts Talent Scholarship
520,Arts,Communication,Java,66,Extrovert,Get a good job,High,Teacher,Biology 101,STEM Scholarship
521,Design,Logical Thinking,Drawing,91,Ambivert,Get a good job,Low,Software Engineer,Data Science Intro,STEM Scholarship
522,Medicine,Problem Solving,Public Speaking,65,Ambivert,Get a good job,Low,Mechanical Engineer,Math Foundations,National Merit Scholarship
523,Science,Analysis,Java,98,Ambivert,Get a good job,High,Teacher,Business Management,Need-based Aid
524,Arts,Problem Solving,Physics,56,Introvert,Develop new skills,High,Teacher,Math Foundations,Arts Talent Scholarship
525,Arts,Creativity,Public Speaking,96,Introvert,Higher studies,Medium,Designer,Math Foundations,STEM Scholarship
526,Technology,Communication,Biology,58,Extrovert,Higher studies,High,Data Analyst,Biology 101,Arts Talent Scholarship
527,Maths,Logical Thinking,Python,65,Introvert,Get a good job,High,Entrepreneur,Biology 101,Need-based Aid
528,Science,Leadership,Java,63,Introvert,Get a good job,Medium,Mechanical Engineer,Data Science Intro,National Merit Scholarship
529,Arts,Communication,Drawing,80,Introvert,Start a business,Low,Designer,Graphic Design,Need-based Aid
530,Medicine,Logical Thinking,Biology,66,Extrovert,Start a business,High,Mechanical Engineer,Math Foundations,Need-based Aid
531,Sports,Analysis,Public Speaking,53,Extrovert,Start a business,Medium,Teacher,Business Management,Need-based Aid
532,Maths,Leadership,Java,55,Extrovert,Develop new skills,Medium,Doctor,Data Science Intro,Need-based Aid
533,Medicine,Creativity,Drawing,87,Introvert,Start a business,Low,Teacher,Data Science Intro,National Merit Scholarship
534,Sports,Problem Solving,Marketing,53,Introvert,Get a good job,Medium,Designer,Math Foundations,Arts Talent Scholarship
535,Business,Analysis,Physics,67,Introvert,Get a good job,High,Teacher,Data Science Intro,National Merit Scholarship
536,Design,Leadership,Statistics,91,Extrovert,Higher studies,High,Doctor,Data Science Intro,Arts Talent Scholarship
537,Science,Problem Solving,Marketing,72,Extrovert,Start a business,Medium,Designer,Math Foundations,Arts Talent Scholarship
538,Maths,Creativity,Physics,99,Ambivert,Develop new skills,Medium,Entrepreneur,Python Basics,National Merit Scholarship
539,Medicine,Logical Thinking,Physics,64,Ambivert,Develop new skills,High,Mechanical Engineer,Data Science Intro,STEM Scholarship
540,Medicine,Leadership,Biology,66,Extrovert,Higher studies,Medium,Entrepreneur,Math Foundations,Need-based Aid
541,Technology,Communication,Drawing,77,Introvert,Start a business,High,Doctor,Data Science Intro,National Merit Scholarship
542,Medicine,Analysis,Biology,84,Introvert,Higher studies,High,Data Analyst,Data Science Intro,National Merit Scholarship
543,Medicine,Communication,Biology,74,Extrovert,Get a good job,Medium,Entrepreneur,Graphic Design,Arts Talent Scholarship
544,Maths,Problem Solving,Physics,50,Introvert,Higher studies,Medium,Mechanical Engineer,Data Science Intro,STEM Scholarship
545,Business,Communication,Drawing,79,Extrovert,Develop new skills,Low,Designer,Data Science Intro,STEM Scholarship
546,Maths,Leadership,Python,96,Ambivert,Get a good job,Low,Entrepreneur,Math Foundations,Need-based Aid
547,Medicine,Logical Thinking,Drawing,66,Introvert,Develop new skills,High,Mechanical Engineer,Business Management,Arts Talent Scholarship
548,Medicine,Problem Solving,Statistics,50,Ambivert,Start a business,Medium,Teacher,Graphic Design,National Merit Scholarship
549,Maths,Problem Solving,Python,57,Ambivert,Develop new skills,High,Software Engineer,Python Basics,STEM Scholarship
550,Business,Communication,Drawing,78,Introvert,Get a good job,High,Entrepreneur,Business Management,Need-based Aid
551,Maths,Problem Solving,Drawing,59,Introvert,Start a business,High,Software Engineer,Data Science Intro,National Merit Scholarship
552,Medicine,Communication,Public Speaking,63,Extrovert,Higher studies,Medium,Mechanical Engineer,Data Science Intro,STEM Scholarship
553,Maths,Communication,Physics,79,Introvert,Get a good job,High,Doctor,Data Science Intro,National Merit Scholarship
554,Maths,Leadership,Python,81,Extrovert,Get a good job,Medium,Mechanical Engineer,Math Foundations,National Merit Scholarship
555,Business,Analysis,Public Speaking,58,Extrovert,Start a business,Low,Mechanical Engineer,Biology 101,Arts Talent Scholarship
556,Science,Creativity,Java,99,Extrovert,Get a good job,Medium,Mechanical Engineer,Python Basics,Need-based Aid
557,Medicine,Logical Thinking,Python,86,Ambivert,Higher studies,High,Designer,Math Foundations,Need-based Aid
558,Science,Analysis,Public Speaking,60,Extrovert,Get a good job,Medium,Teacher,Business Management,STEM Scholarship
559,Business,Analysis,Physics,52,Extrovert,Higher studies,High,Mechanical Engineer,Data Science Intro,STEM Scholarship
560,Business,Creativity,Statistics,80,Ambivert,Get a good job,Low,Designer,Math Foundations,Arts Talent Scholarship
561,Maths,Creativity,Biology,95,Ambivert,Develop new skills,Low,Software Engineer,Math Foundations,National Merit Scholarship
562,Business,Leadership,Public Speaking,60,Ambivert,Higher studies,Medium,Data Analyst,Data Science Intro,National Merit Scholarship
563,Medicine,Problem Solving,Drawing,94,Ambivert,Higher studies,Low,Software Engineer,Python Basics,National Merit Scholarship
564,Science,Leadership,Physics,90,Extrovert,Get a good job,Medium,Software Engineer,Biology 101,Need-based Aid
565,Technology,Creativity,Statistics,70,Introvert,Start a business,High,Teacher,Biology 101,Arts Talent Scholarship
566,Maths,Communication,Python,66,Ambivert,Higher studies,Low,Mechanical Engineer,Math Foundations,National Merit Scholarship
567,Technology,Problem Solving,Statistics,51,Extrovert,Start a business,Medium,Mechanical Engineer,Graphic Design,National Merit Scholarship
568,Business,Analysis,Public Speaking,54,Introvert,Start a business,Medium,Designer,Data Science Intro,National Merit Scholarship
569,Maths,Communication,Java,99,Ambivert,Develop new skills,High,Designer,Graphic Design,Need-based Aid
570,Arts,Communication,Java,77,Ambivert,Develop new skills,Low,Teacher,Data Science Intro,Arts Talent Scholarship
571,Science,Communication,Statistics,67,Extrovert,Start a business,High,Mechanical Engineer,Graphic Design,National Merit Scholarship
572,Arts,Analysis,Biology,60,Extrovert,Start a business,Low,Doctor,Business Management,Arts Talent Scholarship
573,Technology,Leadership,Marketing,94,Extrovert,Higher studies,High,Teacher,Biology 101,National Merit Scholarship
574,Business,Problem Solving,Java,95,Introvert,Get a good job,Low,Entrepreneur,Biology 101,Need-based Aid
575,Arts,Leadership,Public Speaking,84,Ambivert,Higher studies,Low,Software Engineer,Business Management,National Merit Scholarship
576,Science,Leadership,Java,70,Introvert,Higher studies,Medium,Mechanical Engineer,Business Management,Need-based Aid
577,Technology,Logical Thinking,Biology,51,Introvert,Higher studies,Medium,Designer,Python Basics,STEM Scholarship
578,Design,Leadership,Physics,81,Extrovert,Start a business,Medium,Software Engineer,Math Foundations,STEM Scholarship
579,Maths,Analysis,Physics,94,Introvert,Higher studies,High,Entrepreneur,Business Management,National Merit Scholarship
580,Maths,Communication,Java,95,Introvert,Higher studies,Low,Software Engineer,Python Basics,STEM Scholarship
581,Sports,Analysis,Physics,52,Introvert,Get a good job,Medium,Entrepreneur,Python Basics,National Merit Scholarship
582,Medicine,Leadership,Biology,74,Extrovert,Higher studies,Medium,Software Engineer,Biology 101,STEM Scholarship
583,Maths,Creativity,Java,87,Introvert,Develop new skills,Medium,Teacher,Business Management,National Merit Scholarship
584,Science,Creativity,Public Speaking,73,Extrovert,Get a good job,Medium,Software Engineer,Python Basics,National Merit Scholarship
585,Design,Problem Solving,Drawing,90,Ambivert,Start a business,Low,Software Engineer,Math Foundations,National Merit Scholarship
586,Arts,Creativity,Drawing,72,Extrovert,Get a good job,Medium,Designer,Graphic Design,National Merit Scholarship
587,Business,Communication,Drawing,99,Ambivert,Start a business,Low,Mechanical Engineer,Data Science Intro,Need-based Aid
588,Science,Logical Thinking,Drawing,56,Ambivert,Higher studies,Low,Doctor,Graphic Design,Need-based Aid
589,Medicine,Leadership,Statistics,83,Ambivert,Get a good job,High,Teacher,Biology 101,Need-based Aid
590,Medicine,Communication,Drawing,100,Extrovert,Start a business,Low,Entrepreneur,Business Management,Need-based Aid
591,Science,Communication,Drawing,74,Extrovert,Start a business,Low,Designer,Data Science Intro,Arts Talent Scholarship
592,Technology,Communication,Python,62,Ambivert,Get a good job,Medium,Data Analyst,Python Basics,Arts Talent Scholarship
593,Medicine,Analysis,Public Speaking,53,Ambivert,Get a good job,High,Doctor,Math Foundations,Arts Talent Scholarship
594,Science,Communication,Physics,54,Ambivert,Higher studies,Medium,Entrepreneur,Business Management,National Merit Scholarship
595,Technology,Logical Thinking,Statistics,66,Introvert,Get a good job,High,Teacher,Math Foundations,Arts Talent Scholarship
596,Science,Logical Thinking,Marketing,81,Introvert,Get a good job,Low,Teacher,Biology 101,Arts Talent Scholarship
597,Business,Analysis,Drawing,80,Ambivert,Higher studies,Low,Mechanical Engineer,Math Foundations,Need-based Aid
598,Medicine,Communication,Java,79,Ambivert,Get a good job,Low,Doctor,Data Science Intro,National Merit Scholarship
599,Design,Communication,Python,89,Extrovert,Higher studies,High,Entrepreneur,Data Science Intro,Arts Talent Scholarship
600,Medicine,Communication,Marketing,97,Ambivert,Get a good job,Low,Software Engineer,Math Foundations,Need-based Aid
601,Medicine,Analysis,Java,72,Extrovert,Get a good job,Medium,Designer,Graphic Design,STEM Scholarship
602,Maths,Logical Thinking,Public Speaking,55,Extrovert,Develop new skills,Low,Entrepreneur,Biology 101,National Merit Scholarship
603,Business,Problem Solving,Physics,86,Introvert,Higher studies,Medium,Designer,Graphic Design,Arts Talent Scholarship
604,Sports,Leadership,Python,98,Introvert,Get a good job,Medium,Doctor,Business Management,Need-based Aid
605,Sports,Analysis,Biology,96,Extrovert,Start a business,Low,Data Analyst,Python Basics,Need-based Aid
606,Science,Problem Solving,Public Speaking,84,Ambivert,Start a business,High,Data Analyst,Data Science Intro,National Merit Scholarship
607,Arts,Creativity,Java,56,Extrovert,Higher studies,High,Software Engineer,Data Science Intro,Need-based Aid
608,Design,Leadership,Python,73,Ambivert,Higher studies,High,Designer,Graphic Design,STEM Scholarship
609,Maths,Communication,Java,89,Ambivert,Start a business,Low,Data Analyst,Graphic Design,National Merit Scholarship
610,Technology,Logical Thinking,Physics,60,Introvert,Higher studies,High,Teacher,Graphic Design,STEM Scholarship
611,Business,Logical Thinking,Marketing,56,Introvert,Start a business,Low,Data Analyst,Biology 101,STEM Scholarship
612,Sports,Leadership,Java,70,Extrovert,Develop new skills,Low,Doctor,Python Basics,National Merit Scholarship
613,Business,Analysis,Physics,83,Introvert,Higher studies,Medium,Entrepreneur,Graphic Design,National Merit Scholarship
614,Business,Leadership,Biology,57,Introvert,Higher studies,Medium,Mechanical Engineer,Python Basics,National Merit Scholarship
615,Technology,Logical Thinking,Physics,68,Extrovert,Start a business,Low,Doctor,Math Foundations,STEM Scholarship
616,Sports,Logical Thinking,Physics,65,Extrovert,Develop new skills,High,Entrepreneur,Graphic Design,National Merit Scholarship
617,Arts,Leadership,Physics,54,Extrovert,Higher studies,Medium,Designer,Data Science Intro,Arts Talent Scholarship
618,Arts,Logical Thinking,Physics,70,Extrovert,Get a good job,Medium,Doctor,Python Basics,STEM Scholarship
619,Maths,Analysis,Drawing,62,Introvert,Develop new skills,Medium,Teacher,Business Management,National Merit Scholarship
620,Business,Communication,Physics,87,Introvert,Start a business,Low,Data Analyst,Graphic Design,STEM Scholarship
621,Design,Creativity,Statistics,67,Introvert,Get a good job,Medium,Data Analyst,Business Management,National Merit Scholarship
622,Sports,Analysis,Python,98,Introvert,Get a good job,High,Data Analyst,Python Basics,National Merit Scholarship
623,Technology,Communication,Biology,75,Extrovert,Get a good job,High,Doctor,Python Basics,National Merit Scholarship
624,Sports,Creativity,Public Speaking,76,Introvert,Get a good job,High,Data Analyst,Python Basics,National Merit Scholarship
625,Science,Logical Thinking,Marketing,62,Introvert,Start a business,Low,Doctor,Python Basics,Need-based Aid
626,Technology,Leadership,Statistics,99,Ambivert,Start a business,Low,Designer,Graphic Design,Need-based Aid
627,Science,Communication,Marketing,52,Introvert,Develop new skills,Medium,Mechanical Engineer,Data Science Intro,Arts Talent Scholarship
628,Science,Logical Thinking,Marketing,59,Ambivert,Start a business,Low,Teacher,Graphic Design,Need-based Aid
629,Medicine,Logical Thinking,Physics,59,Ambivert,Develop new skills,Medium,Doctor,Graphic Design,National Merit Scholarship
630,Science,Leadership,Python,73,Extrovert,Develop new skills,High,Entrepreneur,Math Foundations,Need-based Aid
631,Medicine,Analysis,Physics,86,Extrovert,Start a business,Low,Designer,Biology 101,Need-based Aid
632,Technology,Problem Solving,Marketing,66,Extrovert,Get a good job,Medium,Doctor,Biology 101,Arts Talent Scholarship
633,Science,Communication,Marketing,84,Ambivert,Start a business,Low,Entrepreneur,Math Foundations,Arts Talent Scholarship
634,Sports,Analysis,Statistics,85,Extrovert,Start a business,Low,Designer,Business Management,STEM Scholarship
635,Design,Problem Solving,Biology,98,Introvert,Higher studies,Low,Software Engineer,Math Foundations,Arts Talent Scholarship
636,Technology,Leadership,Python,81,Ambivert,Get a good job,High,Entrepreneur,Graphic Design,Arts Talent Scholarship
637,Design,Analysis,Drawing,65,Introvert,Develop new skills,Medium,Data Analyst,Biology 101,Need-based Aid
638,Business,Analysis,Statistics,57,Introvert,Get a good job,High,Entrepreneur,Python Basics,National Merit Scholarship
639,Maths,Communication,Statistics,83,Extrovert,Develop new skills,Low,Data Analyst,Data Science Intro,STEM Scholarship
640,Design,Communication,Public Speaking,89,Introvert,Start a business,Low,Mechanical Engineer,Math Foundations,Arts Talent Scholarship
641,Maths,Communication,Biology,90,Extrovert,Develop new skills,Low,Doctor,Business Management,Arts Talent Scholarship
642,Arts,Leadership,Physics,92,Ambivert,Higher studies,Medium,Mechanical Engineer,Data Science Intro,National Merit Scholarship
643,Medicine,Analysis,Biology,63,Ambivert,Develop new skills,High,Doctor,Graphic Design,National Merit Scholarship
644,Sports,Creativity,Java,78,Ambivert,Higher studies,Low,Data Analyst,Biology 101,STEM Scholarship
645,Medicine,Problem Solving,Statistics,65,Extrovert,Higher studies,Low,Mechanical Engineer,Biology 101,Arts Talent Scholarship
646,Maths,Logical Thinking,Marketing,91,Extrovert,Develop new skills,Low,Doctor,Python Basics,Arts Talent Scholarship
647,Sports,Analysis,Statistics,89,Extrovert,Start a business,Medium,Teacher,Python Basics,National Merit Scholarship
648,Medicine,Leadership,Public Speaking,72,Introvert,Start a business,High,Designer,Graphic Design,National Merit Scholarship
649,Design,Leadership,Python,86,Introvert,Get a good job,Medium,Designer,Math Foundations,Need-based Aid
650,Technology,Analysis,Statistics,54,Extrovert,Start a business,High,Doctor,Python Basics,Need-based Aid
651,Business,Logical Thinking,Public Speaking,75,Extrovert,Start a business,Low,Doctor,Business Management,Need-based Aid
652,Business,Creativity,Public Speaking,64,Extrovert,Get a good job,Low,Designer,Math Foundations,STEM Scholarship
653,Arts,Logical Thinking,Public Speaking,56,Ambivert,Start a business,High,Data Analyst,Math Foundations,Need-based Aid
654,Arts,Analysis,Drawing,90,Introvert,Start a business,Low,Entrepreneur,Business Management,STEM Scholarship
655,Science,Leadership,Marketing,61,Introvert,Start a business,Medium,Software Engineer,Biology 101,National Merit Scholarship
656,Sports,Leadership,Java,88,Ambivert,Develop new skills,Low,Doctor,Graphic Design,STEM Scholarship
657,Medicine,Communication,Statistics,100,Extrovert,Higher studies,Medium,Doctor,Graphic Design,Need-based Aid
658,Arts,Analysis,Marketing,67,Introvert,Start a business,High,Data Analyst,Data Science Intro,Arts Talent Scholarship
659,Science,Problem Solving,Physics,52,Extrovert,Higher studies,High,Teacher,Biology 101,Arts Talent Scholarship
660,Science,Analysis,Physics,52,Extrovert,Get a good job,High,Doctor,Data Science Intro,Need-based Aid
661,Maths,Communication,Public Speaking,96,Ambivert,Develop new skills,Medium,Entrepreneur,Python Basics,Arts Talent Scholarship
662,Maths,Communication,Statistics,77,Introvert,Get a good job,Medium,Entrepreneur,Graphic Design,National Merit Scholarship
663,Arts,Communication,Marketing,58,Introvert,Develop new skills,High,Mechanical Engineer,Data Science Intro,Arts Talent Scholarship
664,Science,Logical Thinking,Public Speaking,71,Introvert,Get a good job,Low,Data Analyst,Graphic Design,STEM Scholarship
665,Maths,Creativity,Public Speaking,74,Ambivert,Develop new skills,Low,Mechanical Engineer,Graphic Design,STEM Scholarship
666,Arts,Creativity,Physics,60,Ambivert,Start a business,Medium,Software Engineer,Business Management,Arts Talent Scholarship
667,Technology,Creativity,Biology,58,Ambivert,Develop new skills,Medium,Teacher,Biology 101,Arts Talent Scholarship
668,Arts,Logical Thinking,Biology,50,Extrovert,Get a good job,Medium,Teacher,Python Basics,National Merit Scholarship
669,Business,Leadership,Drawing,74,Introvert,Develop new skills,High,Software Engineer,Business Management,STEM Scholarship
670,Maths,Communication,Marketing,90,Extrovert,Develop new skills,Low,Teacher,Python Basics,Need-based Aid
671,Arts,Analysis,Statistics,64,Ambivert,Develop new skills,Medium,Mechanical Engineer,Data Science Intro,National Merit Scholarship
672,Science,Analysis,Java,73,Ambivert,Start a business,Low,Entrepreneur,Business Management,National Merit Scholarship
673,Business,Analysis,Drawing,58,Introvert,Develop new skills,Low,Designer,Business Management,Need-based Aid
674,Sports,Creativity,Physics,72,Extrovert,Start a business,Medium,Teacher,Business Management,STEM Scholarship
675,Design,Communication,Public Speaking,61,Ambivert,Get a good job,Low,Doctor,Python Basics,STEM Scholarship
676,Arts,Communication,Physics,54,Extrovert,Develop new skills,High,Doctor,Math Foundations,STEM Scholarship
677,Maths,Problem Solving,Marketing,64,Extrovert,Start a business,Medium,Entrepreneur,Python Basics,Need-based Aid
678,Maths,Analysis,Drawing,76,Extrovert,Develop new skills,High,Teacher,Data Science Intro,STEM Scholarship
679,Design,Leadership,Public Speaking,62,Extrovert,Get a good job,High,Doctor,Business Management,Arts Talent Scholarship
680,Business,Communication,Statistics,96,Ambivert,Higher studies,Low,Software Engineer,Python Basics,Need-based Aid
681,Business,Problem Solving,Java,66,Introvert,Develop new skills,Medium,Data Analyst,Business Management,STEM Scholarship
682,Maths,Logical Thinking,Biology,54,Ambivert,Develop new skills,Medium,Doctor,Data Science Intro,Need-based Aid
683,Arts,Analysis,Physics,87,Extrovert,Start a business,Low,Software Engineer,Graphic Design,National Merit Scholarship
684,Design,Leadership,Java,56,Extrovert,Develop new skills,Low,Data Analyst,Math Foundations,Arts Talent Scholarship
685,Sports,Logical Thinking,Drawing,69,Extrovert,Develop new skills,Medium,Mechanical Engineer,Python Basics,Arts Talent Scholarship
686,Design,Logical Thinking,Marketing,79,Extrovert,Get a good job,Low,Designer,Data Science Intro,Need-based Aid
687,Science,Problem Solving,Public Speaking,96,Extrovert,Get a good job,Medium,Designer,Python Basics,National Merit Scholarship
688,Medicine,Communication,Java,72,Extrovert,Get a good job,Low,Doctor,Business Management,National Merit Scholarship
689,Medicine,Leadership,Public Speaking,68,Introvert,Higher studies,Medium,Teacher,Math Foundations,STEM Scholarship
690,Arts,Logical Thinking,Java,100,Introvert,Higher studies,Low,Designer,Python Basics,STEM Scholarship
691,Technology,Logical Thinking,Drawing,97,Extrovert,Higher studies,Low,Software Engineer,Math Foundations,National Merit Scholarship
692,Design,Communication,Public Speaking,91,Ambivert,Get a good job,Low,Teacher,Data Science Intro,Arts Talent Scholarship
693,Sports,Communication,Drawing,84,Introvert,Develop new skills,High,Mechanical Engineer,Biology 101,Arts Talent Scholarship
694,Arts,Communication,Drawing,87,Ambivert,Develop new skills,Low,Doctor,Graphic Design,STEM Scholarship
695,Business,Analysis,Public Speaking,59,Ambivert,Start a business,Medium,Teacher,Business Management,STEM Scholarship
696,Medicine,Communication,Public Speaking,70,Ambivert,Start a business,High,Mechanical Engineer,Graphic Design,National Merit Scholarship
697,Technology,Analysis,Physics,58,Ambivert,Higher studies,Low,Software Engineer,Data Science Intro,Arts Talent Scholarship
698,Maths,Logical Thinking,Python,59,Ambivert,Higher studies,Medium,Mechanical Engineer,Python Basics,Arts Talent Scholarship
699,Technology,Leadership,Java,95,Extrovert,Get a good job,Low,Doctor,Python Basics,Need-based Aid
700,Business,Creativity,Public Speaking,67,Introvert,Get a good job,High,Mechanical Engineer,Math Foundations,Arts Talent Scholarship
701,Design,Problem Solving,Physics,65,Extrovert,Get a good job,High,Data Analyst,Math Foundations,National Merit Scholarship
702,Sports,Analysis,Biology,76,Introvert,Develop new skills,Medium,Data Analyst,Graphic Design,STEM Scholarship
703,Design,Analysis,Statistics,69,Introvert,Develop new skills,Medium,Data Analyst,Biology 101,Arts Talent Scholarship
704,Business,Analysis,Java,71,Ambivert,Higher studies,Low,Mechanical Engineer,Math Foundations,Need-based Aid
705,Business,Communication,Marketing,91,Ambivert,Develop new skills,Medium,Software Engineer,Python Basics,STEM Scholarship
706,Design,Analysis,Public Speaking,100,Ambivert,Get a good job,High,Doctor,Graphic Design,National Merit Scholarship
707,Arts,Analysis,Public Speaking,63,Ambivert,Higher studies,Low,Doctor,Data Science Intro,Need-based Aid
708,Arts,Problem Solving,Drawing,81,Ambivert,Develop new skills,High,Doctor,Python Basics,Need-based Aid
709,Sports,Logical Thinking,Python,79,Ambivert,Develop new skills,Low,Entrepreneur,Graphic Design,Need-based Aid
710,Technology,Logical Thinking,Biology,63,Extrovert,Get a good job,High,Doctor,Graphic Design,STEM Scholarship
711,Sports,Logical Thinking,Drawing,76,Extrovert,Get a good job,Low,Doctor,Biology 101,Need-based Aid
712,Business,Logical Thinking,Python,56,Introvert,Develop new skills,Medium,Doctor,Data Science Intro,STEM Scholarship
713,Sports,Logical Thinking,Physics,87,Ambivert,Higher studies,High,Mechanical Engineer,Graphic Design,Arts Talent Scholarship
714,Design,Leadership,Biology,71,Introvert,Higher studies,Medium,Mechanical Engineer,Biology 101,Arts Talent Scholarship
715,Business,Leadership,Statistics,97,Extrovert,Develop new skills,High,Mechanical Engineer,Graphic Design,Need-based Aid
716,Business,Problem Solving,Physics,93,Ambivert,Get a good job,Medium,Data Analyst,Python Basics,STEM Scholarship
717,Maths,Creativity,Python,97,Extrovert,Higher studies,High,Teacher,Python Basics,Arts Talent Scholarship
718,Design,Leadership,Drawing,67,Ambivert,Start a business,Medium,Software Engineer,Biology 101,Need-based Aid
719,Business,Leadership,Java,63,Extrovert,Develop new skills,High,Entrepreneur,Graphic Design,Need-based Aid
720,Technology,Logical Thinking,Python,59,Introvert,Develop new skills,Low,Entrepreneur,Math Foundations,STEM Scholarship
721,Sports,Problem Solving,Marketing,90,Introvert,Develop new skills,Low,Mechanical Engineer,Biology 101,National Merit Scholarship
722,Medicine,Problem Solving,Public Speaking,55,Ambivert,Develop new skills,Low,Entrepreneur,Math Foundations,National Merit Scholarship
723,Technology,Analysis,Python,72,Extrovert,Develop new skills,Medium,Designer,Business Management,Need-based Aid
724,Sports,Logical Thinking,Statistics,76,Introvert,Start a business,Low,Entrepreneur,Graphic Design,Arts Talent Scholarship
725,Maths,Analysis,Public Speaking,58,Ambivert,Higher studies,High,Designer,Data Science Intro,National Merit Scholarship
726,Science,Leadership,Drawing,52,Extrovert,Develop new skills,Medium,Doctor,Python Basics,Need-based Aid
727,Business,Leadership,Biology,78,Extrovert,Start a business,Low,Designer,Graphic Design,Need-based Aid
728,Technology,Communication,Biology,74,Extrovert,Start a business,Medium,Doctor,Data Science Intro,National Merit Scholarship
729,Arts,Problem Solving,Marketing,56,Introvert,Get a good job,Low,Teacher,Data Science Intro,STEM Scholarship
730,Sports,Analysis,Statistics,70,Extrovert,Higher studies,High,Software Engineer,Math Foundations,STEM Scholarship
731,Maths,Problem Solving,Python,62,Ambivert,Get a good job,High,Software Engineer,Business Management,National Merit Scholarship
732,Maths,Problem Solving,Physics,78,Ambivert,Get a good job,High,Teacher,Python Basics,Arts Talent Scholarship
733,Design,Creativity,Physics,64,Introvert,Get a good job,High,Entrepreneur,Data Science Intro,STEM Scholarship
734,Sports,Creativity,Statistics,80,Introvert,Higher studies,High,Mechanical Engineer,Business Management,Arts Talent Scholarship
735,Medicine,Logical Thinking,Marketing,66,Ambivert,Get a good job,Low,Data Analyst,Python Basics,Arts Talent Scholarship
736,Science,Communication,Marketing,63,Ambivert,Higher studies,Medium,Entrepreneur,Graphic Design,Arts Talent Scholarship
737,Technology,Leadership,Public Speaking,67,Extrovert,Higher studies,Low,Software Engineer,Data Science Intro,Arts Talent Scholarship
738,Design,Problem Solving,Statistics,51,Extrovert,Higher studies,Low,Software Engineer,Business Management,Arts Talent Scholarship
739,Business,Logical Thinking,Statistics,90,Introvert,Develop new skills,High,Mechanical Engineer,Math Foundations,National Merit Scholarship
740,Business,Communication,Physics,91,Extrovert,Develop new skills,High,Software Engineer,Graphic Design,Need-based Aid
741,Medicine,Leadership,Biology,90,Introvert,Higher studies,Medium,Mechanical Engineer,Biology 101,Need-based Aid
742,Business,Leadership,Drawing,76,Introvert,Higher studies,Medium,Designer,Graphic Design,STEM Scholarship
743,Business,Analysis,Python,54,Introvert,Higher studies,Medium,Mechanical Engineer,Data Science Intro,National Merit Scholarship
744,Business,Creativity,Biology,61,Extrovert,Get a good job,High,Entrepreneur,Biology 101,STEM Scholarship
745,Maths,Leadership,Biology,81,Ambivert,Start a business,Medium,Teacher,Graphic Design,National Merit Scholarship
746,Sports,Creativity,Public Speaking,53,Introvert,Develop new skills,Low,Entrepreneur,Python Basics,Arts Talent Scholarship
747,Sports,Creativity,Biology,60,Extrovert,Start a business,Medium,Entrepreneur,Python Basics,Need-based Aid
748,Medicine,Communication,Biology,62,Extrovert,Higher studies,High,Software Engineer,Python Basics,Need-based Aid
749,Maths,Logical Thinking,Marketing,78,Ambivert,Get a good job,Medium,Doctor,Math Foundations,STEM Scholarship
750,Science,Problem Solving,Python,94,Introvert,Develop new skills,Medium,Entrepreneur,Python Basics,STEM Scholarship
751,Maths,Leadership,Drawing,82,Extrovert,Higher studies,Low,Doctor,Math Foundations,Need-based Aid
752,Science,Analysis,Drawing,64,Introvert,Develop new skills,Low,Mechanical Engineer,Data Science Intro,Need-based Aid
753,Maths,Problem Solving,Physics,92,Ambivert,Get a good job,Medium,Data Analyst,Graphic Design,Arts Talent Scholarship
